"years","sentences","sentences_full","polarity"
2003," derfor sender jeg en særlig nytårshilsen til enhver som til vands til lands eller i luften passer deres dont ganske som sædvanlig"," derfor sender jeg en særlig nytårshilsen til enhver, som til vands, til lands eller i luften passer deres dont ganske som sædvanlig",0
2003," dem skylder vi alle en tak"," dem skylder vi alle en tak",2
2003,"vi har netop fejret jul og i aften skyder vi nytår ind med bulder og brag","vi har netop fejret jul, og i aften skyder vi nytår ind med bulder og brag",-0.823529411764706
2003," vi har været sammen i familien og med gode venner overalt har der været lys og glade ansigter"," vi har været sammen i familien og med gode venner overalt har der været lys og glade ansigter",1.572
2003," disse dejlige dage hvor går de hurtigt men for den ensomme den glemte den isolerede er det årets tungeste tid der slæber sig af sted som én uoverkommelig klæbrig masse ikke til at skelne fra årets øvrige uger og måneder"," disse dejlige dage, hvor går de hurtigt men for den ensomme, den glemte, den isolerede er det årets tungeste tid, der slæber sig af sted som én uoverkommelig, klæbrig masse, ikke til at skelne fra årets øvrige uger og måneder",-2
2003," et nyt år javel vi skal skrive 2004 men gør det en forskel jo måske det kunne gøre en forskel hvis vi tænkte os om"," et nyt år javel, vi skal skrive 2004, men gør det en forskel jo, måske det kunne gøre en forskel, hvis vi tænkte os om",0.923076923076923
2003," hvis vi forsøgte at gøre noget for hinanden at tale med hinanden at lægge mærke til hvem der er blevet til overs og vise dem at vi respekterer dem og også gerne vil drage dem ind i vores travle dagligdag"," hvis vi forsøgte at gøre noget for hinanden, at tale med hinanden, at lægge mærke til, hvem der er blevet til overs, og vise dem, at vi respekterer dem og også gerne vil drage dem ind i vores travle dagligdag",2
2003,"prinsen og jeg og hele vor familie har meget at sige tak for i det år der er gået","prinsen og jeg og hele vor familie har meget at sige tak for i det år, der er gået",2
2003," vi har overalt mødt så megen varme og hjertelig medleven i al vor færden og særlig i forbindelse med kronprinsens forlovelse"," vi har overalt mødt så megen varme og hjertelig medleven i al vor færden, og særlig i forbindelse med kronprinsens forlovelse",2.64
2003," det er en begivenhed som for altid vil præge mindet om det forgangne år og som får os til at se frem til 2004 med glad forventning"," det er en begivenhed, som for altid vil præge mindet om det forgangne år, og som får os til at se frem til 2004 med glad forventning",1.87719298245614
2003,"jeg véd at jeg har hele min familie med mig store som små når jeg nu ønsker et godt nytår med tak for det gamle og med ønsket om at det må blive et godt år for vort land og for hver enkelt og at 2004 må bringe nyt håb også for dem der føler sig mest forladt","jeg véd, at jeg har hele min familie med mig, store som små, når jeg nu ønsker et godt nytår med tak for det gamle og med ønsket om, at det må blive et godt år for vort land og for hver enkelt, og at 2004 må bringe nyt håb også for dem, der føler sig mest forladt",1.47943037974684
2003,"gud bevare danmark","gud bevare danmark",1.56637168141593
2004,"ingen véd hvad et år kan bringe det har vi netop måttet sande i forbindelse med den forfærdende naturkatastrofe i sydøstasien","ingen véd, hvad et år kan bringe det har vi netop måttet sande i forbindelse med den forfærdende naturkatastrofe i sydøstasien",0.316353887399464
2004," med uhyggelig kraft fejede flodbølgen ind over de lave kyster langs det indiske ocean og førte død og ødelæggelse med sig"," med uhyggelig kraft fejede flodbølgen ind over de lave kyster langs det indiske ocean og førte død og ødelæggelse med sig",-1.79273084479371
2004," blandt de mange tusinde ofre er også mange danske familier og i disse dage må vi alle føle os dybt berørt det er de tanker som ligger øverst hos os alle"," blandt de mange tusinde ofre er også mange danske familier, og i disse dage må vi alle føle os dybt berørt, det er de tanker, som ligger øverst hos os alle",-2.625
2004,"vi er ikke ubekendt med naturkatastrofer i fjerne egne men vi tror aldrig at det er noget som kan ramme os","vi er ikke ubekendt med naturkatastrofer i fjerne egne, men vi tror aldrig, at det er noget, som kan ramme os",-1
2004," vi er jo blot glade turister der søger en varmere sol og et hav der er mere blåt end ved vore kyster"," vi er jo blot glade turister, der søger en varmere sol og et hav, der er mere blåt end ved vore kyster",1
2004," lad os derfor ikke kun tænke på vore egne tab men også på de mange tusinde mennesker som nu må se hele deres tilværelse slået itu"," lad os derfor ikke kun tænke på vore egne tab, men også på de mange tusinde mennesker, som nu må se hele deres tilværelse slået itu",-2.7448275862069
2004," vi skal heller ikke glemme de mange familier her i landet som har deres oprindelse netop i nogle af de hårdest ramte områder også de lever i disse dage med en stor uvished om hvordan det er gået for deres slægtninge og deres oprindelige hjemegn"," vi skal heller ikke glemme de mange familier her i landet, som har deres oprindelse netop i nogle af de hårdest ramte områder også de lever i disse dage med en stor uvished om, hvordan det er gået for deres slægtninge og deres oprindelige hjemegn",-1.13265306122449
2004," netop nu varmer det derfor at se den offervilje som mange yder på eget initiativ og det ihærdige arbejde der gøres også fra dansk side med at sende hjælp ud til de hårdest ramte samfund"," netop nu varmer det derfor at se den offervilje, som mange yder på eget initiativ og det ihærdige arbejde, der gøres også fra dansk side med at sende hjælp ud til de hårdest ramte samfund",1.55862068965517
2004,"ja vi lever i en verden i stadig forandring","ja, vi lever i en verden i stadig forandring",1
2004," vi tror på fremskridtet og forventer en stadig fremgang sådan som også vore forfædre gjorde det selv om deres liv foregik i et roligere tempo og morgendagen for dem var mere forudsigelig"," vi tror på fremskridtet og forventer en stadig fremgang, sådan som også vore forfædre gjorde det, selv om deres liv foregik i et roligere tempo, og morgendagen for dem var mere forudsigelig",2
2004,"det er i tilbageblikket at fortiden virker så trygt overskuelig mens fremtiden er fuld af hvis og hvordan mon vi beregner og vi opstiller prognoser vi lægger planer og sætter os mål","det er i tilbageblikket, at fortiden virker så trygt overskuelig, mens fremtiden er fuld af hvis og hvordan mon vi beregner, og vi opstiller prognoser, vi lægger planer og sætter os mål",-1
2004," men har vi det bedre som mennesker trives vi bedre end for blot et par generationer siden om den øgede velstand i vor del af verden og her i danmark kan der ikke herske tvivl heller ikke om fremskridt for samfundet som helhed eller for den enkeltes forhold"," men har vi det bedre som mennesker trives vi bedre end for blot et par generationer siden om den øgede velstand i vor del af verden og her i danmark kan der ikke herske tvivl heller ikke om fremskridt for samfundet som helhed eller for den enkeltes forhold",1.84765625
2004," de fleste af os vil nok mene at det er gået fremad"," de fleste af os vil nok mene, at det er gået fremad",0
2004," vi har åbnet os både udadtil mod den store verden og indadtil mod hinanden"," vi har åbnet os både udadtil mod den store verden og indadtil mod hinanden",2
2004," vi gør meget ud af at enhver skal kunne komme til orde og at ingen skal blive overset"," vi gør meget ud af, at enhver skal kunne komme til orde, og at ingen skal blive overset",0
2004," alligevel véd vi godt at der er spændinger også i vort samfund og at der hersker delte meninger om vejen frem"," alligevel véd vi godt, at der er spændinger også i vort samfund, og at der hersker delte meninger om vejen frem",-0.887931034482759
2004," sådan må det være i et åbent samfund hvor den enkelte frit kan give udtryk for sine tanker og meninger også når de måtte være ubekvemme men hvor heller ingen skal forvente at de kan stå uimodsagt"," sådan må det være i et åbent samfund, hvor den enkelte frit kan give udtryk for sine tanker og meninger, også når de måtte være ubekvemme, men hvor heller ingen skal forvente, at de kan stå uimodsagt",1
2004,"vor demokratiske tradition er ingen selvfølge og et demokrati gror ikke frem af sig selv det kan vi se hvis vi kaster blikket rundt omkring i verden","vor demokratiske tradition er ingen selvfølge, og et demokrati gror ikke frem af sig selv det kan vi se, hvis vi kaster blikket rundt omkring i verden",2
2004," det er som en fin plante den kan sagtens blive stor og stærk men den kræver luft og lys for at kunne trives den fordrer også læ for den vantrives hvis den skal passe sig selv"," det er som en fin plante den kan sagtens blive stor og stærk men den kræver luft og lys for at kunne trives den fordrer også læ, for den vantrives, hvis den skal passe sig selv",1.19029374201788
2004," det er vigtigt at vi hører på hinanden og gør plads for forskellige synspunkter men det er lige så vigtigt at vi siger stop hvis vi frygter at noget truer vores samfundsform"," det er vigtigt, at vi hører på hinanden og gør plads for forskellige synspunkter men det er lige så vigtigt, at vi siger stop, hvis vi frygter, at noget truer vores samfundsform",-1
2004," vi ønsker et samfund hvor der hersker åbenhed og tolerance men vi må samtidig stå fast på de værdier som vi anser for grundlæggende for fællesskabet"," vi ønsker et samfund, hvor der hersker åbenhed og tolerance men vi må samtidig stå fast på de værdier, som vi anser for grundlæggende for fællesskabet",0.272727272727273
2004," det er en vanskelig balance"," det er en vanskelig balance",-0.962162162162162
2004," vi kan komme til at gøre vort demokrati fortræd ved at overreagere men vi styrker ikke demokratiet ved at dukke os eller lade stå til"," vi kan komme til at gøre vort demokrati fortræd ved at overreagere men vi styrker ikke demokratiet ved at dukke os eller lade stå til",-2
2004," det er en udfordring som vi må tage alvorligt"," det er en udfordring, som vi må tage alvorligt",-1
2004,"hvis vi igen lader blikket vandre et par generationers tid tilbage ser vi nok at der er gjort fremskridt ikke mindst materielt men vi ser også at vor hverdag alle hjælpemidler til trods er blevet mere kompleks","hvis vi igen lader blikket vandre et par generationers tid tilbage, ser vi nok, at der er gjort fremskridt, ikke mindst materielt men vi ser også, at vor hverdag alle hjælpemidler til trods er blevet mere kompleks",-1.2
2004," der kræves meget for at kunne følge med"," der kræves meget for at kunne følge med",0
2004," den som ikke er vågen eller som har svært ved at begribe alt hvad der foregår kan nemt blive rendt over ende eller kørt ud på et sidespor hvor al tale om at deltage i samfundets udvikling bliver uden mening"," den, som ikke er vågen, eller som har svært ved at begribe alt, hvad der foregår, kan nemt blive rendt over ende eller kørt ud på et sidespor, hvor al tale om at deltage i samfundets udvikling bliver uden mening",-0.219512195121951
2004,"vi skal værne om det samfund som vi har opbygget igennem generationer","vi skal værne om det samfund, som vi har opbygget igennem generationer",0
2004," et samfund der bygger på den enkeltes ret og værd hvor der skal være plads til alle hvor ingen grupper lukker sig om sig selv men hvor alle er med"," et samfund, der bygger på den enkeltes ret og værd, hvor der skal være plads til alle, hvor ingen grupper lukker sig om sig selv, men hvor alle er med",2
2004,"det år som nu næsten er til ende har været rigt på begivenheder for mig og min familie","det år, som nu næsten er til ende, har været rigt på begivenheder for mig og min familie",-1
2004," det er som om kronprins frederiks og kronprinsesse marys lykke og glæde ved hinanden spreder sig som et varmt skær overalt hvor de kommer frem og stråler tilbage mod dem og mod os andre"," det er som om kronprins frederiks og kronprinsesse marys lykke og glæde ved hinanden spreder sig som et varmt skær overalt, hvor de kommer frem, og stråler tilbage mod dem og mod os andre",2.1178247734139
2004," i tiden omkring brylluppet i sommerens løb ja hele året igennem har vi mærket en varm medleven i alt hvad der angår vores familie"," i tiden omkring brylluppet, i sommerens løb, ja hele året igennem har vi mærket en varm medleven i alt, hvad der angår vores familie",1
2004," det var med til at gøre prinsens 70 års dag til en dejlig begivenhed og den megen opmærksomhed både varmer og glæder ham"," det var med til at gøre prinsens 70 års dag til en dejlig begivenhed, og den megen opmærksomhed både varmer og glæder ham",2.5
2004," også min søster prinsesse benedikte er dybt taknemmelig for den interesse der blev vist hende ved hendes runde fødselsdag i april"," også min søster, prinsesse benedikte, er dybt taknemmelig for den interesse, der blev vist hende ved hendes runde fødselsdag i april",2.76642335766423
2004,"men sorrig og glæde de vandre til hobe og ingen familie undgår tunge tider","men sorrig og glæde de vandre til hobe og ingen familie undgår tunge tider",3
2004," derfor har det betydet så meget for min familie og mig at mærke den sympati og forståelse som vises prins joachim og prinsesse alexandra i den vanskelige tid de må gennemleve i forbindelse med deres separation"," derfor har det betydet så meget for min familie og mig at mærke den sympati og forståelse, som vises prins joachim og prinsesse alexandra i den vanskelige tid, de må gennemleve i forbindelse med deres separation",0.807909604519774
2004,"at så mange lever med i vore glæder og vore sorger styrker en far og en mor og rører os mere end vi kan sige","at så mange lever med i vore glæder og vore sorger styrker en far og en mor og rører os mere, end vi kan sige",0
2004,"selv i et ellers trygt samfund som det danske kan en ulykke brat slå ned og ændre alt","selv i et ellers trygt samfund som det danske kan en ulykke brat slå ned og ændre alt",0
2004," så er det godt at vide at nogle har gjort det til deres arbejde og livsopgave at yde hjælp"," så er det godt at vide, at nogle har gjort det til deres arbejde og livsopgave at yde hjælp",1.24555160142349
2004," her tænker jeg særlig på den indsats beredskab og redningstjenester sammen med politiet gjorde i dette efterår da en voldsom eksplosionsbrand pludselig forvandlede et stille villakvarter til et inferno"," her tænker jeg særlig på den indsats, beredskab og redningstjenester sammen med politiet gjorde i dette efterår, da en voldsom eksplosionsbrand pludselig forvandlede et stille villakvarter til et inferno",0.099236641221374
2004," de tøvede ikke og rystede ikke på hånden skønt det kostede en af dem livet"," de tøvede ikke og rystede ikke på hånden, skønt det kostede en af dem livet",0
2004," dem skylder vi stor tak både for hvad de gjorde den dag og fordi vi véd at vi kan regne med dem alle årets dage"," dem skylder vi stor tak, både for, hvad de gjorde den dag, og fordi vi véd, at vi kan regne med dem alle årets dage",2
2004,"naturkatastrofer og så voldsomme ulykker får lange følger for mange og slipper ikke lige straks sit tag i dem der bliver berørt","naturkatastrofer og så voldsomme ulykker får lange følger for mange og slipper ikke lige straks sit tag i dem, der bliver berørt",0
2004," mine tanker og medfølelse går til alle der er blevet ramt og til enhver som i årets løb har været ude for store prøvelser måtte det nye år bringe dem trøst og opmuntring"," mine tanker og medfølelse går til alle, der er blevet ramt, og til enhver, som i årets løb har været ude for store prøvelser måtte det nye år bringe dem trøst og opmuntring",1.88888888888889
2004,"i aften bringer jeg også alle i forsvaret min nytårshilsen både til dem der gør tjeneste her i landet og til dem der er udsendt","i aften bringer jeg også alle i forsvaret min nytårshilsen, både til dem, der gør tjeneste her i landet, og til dem, der er udsendt",0
2004," de gør et stort arbejde ofte under vanskelige forhold men de gør det godt og deres indsats nyder anerkendelse og respekt ude som hjemme"," de gør et stort arbejde ofte under vanskelige forhold men de gør det godt, og deres indsats nyder anerkendelse og respekt ude som hjemme",1.93013100436681
2004,"mange danske befinder sig i aften uden for danmark nogle fordi de har valgt at lægge hele deres virke i det fremmede andre fordi de er udsendt for kortere eller længere tid","mange danske befinder sig i aften uden for danmark, nogle fordi de har valgt at lægge hele deres virke i det fremmede, andre fordi de er udsendt for kortere eller længere tid",0
2004," til dem og til de mange danske som netop i disse dage er engageret i hjælpearbejdet i sydøstasien sender jeg mine gode ønsker for det nye år"," til dem og til de mange danske, som netop i disse dage er engageret i hjælpearbejdet i sydøstasien, sender jeg mine gode ønsker for det nye år",2.62146892655367
2004," den indsats de yder er med til at gøre danmark til et land der er kendt og respekteret og som man kan regne med"," den indsats, de yder, er med til at gøre danmark til et land, der er kendt og respekteret, og som man kan regne med",1.36
2004,"i år har prinsen og jeg haft mulighed for atter at træffe de danske i sydslesvig i forbindelse med slesvig bys 1200 års jubilæum","i år har prinsen og jeg haft mulighed for atter at træffe de danske i sydslesvig i forbindelse med slesvig bys 1200 års jubilæum",1.5
2004," det korte møde ved dannevirke og i kirken på gottorp slot vil altid stå som et smukt og varmt minde"," det korte møde ved dannevirke og i kirken på gottorp slot vil altid stå som et smukt og varmt minde",0
2004," begge ønsker vi alle et godt nytår"," begge ønsker vi alle et godt nytår",2.625
2004,"i sommer fejrede grønlands hjemmestyre sit 25 års jubilæum","i sommer fejrede grønlands hjemmestyre sit 25 års jubilæum",1
2004," det var en dejlig oplevelse for prinsen og mig at deltage i festlighederne"," det var en dejlig oplevelse for prinsen og mig at deltage i festlighederne",3
2004," det grønlandske folk har påtaget sig sit ansvar for grønlands ve og vel og hjemmestyret har opnået store resultater"," det grønlandske folk har påtaget sig sit ansvar for grønlands ve og vel, og hjemmestyret har opnået store resultater",1.2
2004," under hele vores rejse sammen med kronprinsparret kunne vi se og mærke den udvikling som det grønlandske samfund står midt i og det levende engagement der gør sig gældende"," under hele vores rejse sammen med kronprinsparret kunne vi se og mærke den udvikling, som det grønlandske samfund står midt i, og det levende engagement, der gør sig gældende",1.55555555555556
2004," den modtagelse vi fik overalt vil sammen med de store naturindtryk stå som uforglemmelige minder for os alle sammen"," den modtagelse, vi fik overalt, vil sammen med de store naturindtryk stå som uforglemmelige minder for os alle sammen",0
2004," med en tak for det gamle år ønsker vi godt nytår for alle i grønland"," med en tak for det gamle år ønsker vi godt nytår for alle i grønland",2.01470588235294
2004,"til sommer vil turen atter gå nordpå sammen med kronprinsparret og denne gang til færøerne","til sommer vil turen atter gå nordpå sammen med kronprinsparret, og denne gang til færøerne",1
2004," den rejse ser vi frem til i glad forventning om endnu et møde med færingerne og det færøske samfund og vi ønsker alle et godt nytår"," den rejse ser vi frem til i glad forventning om endnu et møde med færingerne og det færøske samfund, og vi ønsker alle et godt nytår",2.26747311827957
2004,"i det nye år er det 200 år siden h","i det nye år er det 200 år siden h",0
2004,"c","c",0
2004," andersen fødtes"," andersen fødtes",0
2004," det vil blive fejret herhjemme og mange steder i verden kendt og elsket som han er for sine eventyr og historier"," det vil blive fejret herhjemme og mange steder i verden, kendt og elsket som han er for sine eventyr og historier",1.2
2004,"han var en mand af sin tid og et romantisk gemyt men samtidig et mærkeligt moderne menneske der forstod og lod sig begejstre over sin tids videnskab og opdagelser","han var en mand af sin tid og et romantisk gemyt, men samtidig et mærkeligt moderne menneske, der forstod og lod sig begejstre over sin tids videnskab og opdagelser",2.55555555555556
2004," vor tid er eventyrets tid skrev han om sin egen tid"," vor tid er eventyrets tid , skrev han om sin egen tid",0
2004," hvad ville han ikke have sagt om vores for det er en forunderlig tid vi lever i"," hvad ville han ikke have sagt om vores for det er en forunderlig tid, vi lever i",3
2004," vi kan kortlægge både det store og det små"," vi kan kortlægge både det store og det små",0
2004," vi trænger stadig længere ud i det uendelige rum vi udforsker galakser så fjerne at det svimler for os"," vi trænger stadig længere ud i det uendelige rum, vi udforsker galakser så fjerne, at det svimler for os",-1
2004," vi finder ind til stoffets mindste størrelser vi kan næsten måle en tanke"," vi finder ind til stoffets mindste størrelser, vi kan næsten måle en tanke",0
2004," og dog lever vi samtidig i den verden hvor solen står op og går ned og hvor himlen med sine stjerner hvælver sig over os hvor vi kan glæde os over synet og smagen af et æble mærke den varme nærhed fra en hund hvor vi kan trøste os ved et blik fra en der står os nær og føle et kærtegn fra en hånd vi kender"," og dog lever vi samtidig i den verden, hvor solen står op og går ned, og hvor himlen med sine stjerner hvælver sig over os hvor vi kan glæde os over synet og smagen af et æble, mærke den varme nærhed fra en hund hvor vi kan trøste os ved et blik fra en, der står os nær, og føle et kærtegn fra en hånd, vi kender",2
2004,"og vi ser at vi er sådan som mennesker har været til alle tider ikke større men heller ikke ringere","og vi ser, at vi er sådan, som mennesker har været til alle tider ikke større, men heller ikke ringere",0
2004," selv på den mørkeste vinterdag kan glæden pludselig trænge sig på ligesom et solstrejf lirke ved den knude der synes uløselig og dæmpe den sorg der synes ubærlig"," selv på den mørkeste vinterdag kan glæden pludselig trænge sig på ligesom et solstrejf, lirke ved den knude, der synes uløselig, og dæmpe den sorg, der synes ubærlig",-1.00638977635783
2004,"gid år 2005 må blive et år med solstrejf selv på de mørkeste dage og hvor glæden må tændes gang på gang hvor sår må læges og hvor vi kan række hinanden hånden så at revner og sprækker ikke bliver til afgrunde","gid år 2005 må blive et år med solstrejf selv på de mørkeste dage, og hvor glæden må tændes gang på gang, hvor sår må læges, og hvor vi kan række hinanden hånden, så at revner og sprækker ikke bliver til afgrunde",-0.988721804511278
2004,"med de tanker vil vi gå ind i det nye år i dem kan vi lægge både vort håb og vor fortrøstning","med de tanker vil vi gå ind i det nye år, i dem kan vi lægge både vort håb og vor fortrøstning",2
2004,"sammen med hele min familie ønsker jeg alle et godt nyt år","sammen med hele min familie ønsker jeg alle et godt nyt år",2.25
2004,"gud bevare danmark","gud bevare danmark",1.56637168141593
2005,"det er nytårsaften","det er nytårsaften",0
2005," år 2005 synger på sit allersidste vers"," år 2005 synger på sit allersidste vers",0
2005," om lidt lukker vi bogen i og stiller det gamle kendte bind op på hylden i reolen"," om lidt lukker vi bogen i og stiller det gamle, kendte bind op på hylden i reolen",0
2005," ved siden af står en lukket bog om hvilken vi kun véd at den hedder 2006"," ved siden af står en lukket bog, om hvilken vi kun véd, at den hedder 2006",0
2005," lidt af indholdet mener vi at kende måske aner vi også en del af handlingen men hvad den vil byde på af stort og småt er først kendt når endnu 365 dage er gået"," lidt af indholdet mener vi at kende, måske aner vi også en del af handlingen men hvad den vil byde på af stort og småt er først kendt, når endnu 365 dage er gået",0.676616915422886
2005,"sidst vi fejrede nytår var det i skyggen af den katastrofale flodbølge i sydøstasien","sidst vi fejrede nytår, var det i skyggen af den katastrofale flodbølge i sydøstasien",-3
2005," den kom meget tæt ind på livet af os fordi vi endnu i de dage måtte frygte at også antallet af danske ofre var stort"," den kom meget tæt ind på livet af os, fordi vi endnu i de dage måtte frygte, at også antallet af danske ofre var stort",-2.46296296296296
2005," efter mange ængstelige uger viste det sig at tabene lykkeligvis ikke blev så alvorlige som vi først frygtede men for hver enkelt familie som blev ramt er tabet lige stort og ude i de lande hvor flodbølgen hærgede vil der gå lang tid før tilværelsen igen er normal"," efter mange ængstelige uger viste det sig, at tabene lykkeligvis ikke blev så alvorlige, som vi først frygtede men for hver enkelt familie, som blev ramt, er tabet lige stort, og ude i de lande, hvor flodbølgen hærgede, vil der gå lang tid, før tilværelsen igen er normal",3
2005,"i dette efterår blev vi igen vidne til naturkatastrofer af et omfang som vi har svært ved at fatte da det nordøstlige pakistan i oktober blev ramt af jordskælv som ødelagde liv og ejendom og har gjort andre tusinder hjemløse","i dette efterår blev vi igen vidne til naturkatastrofer af et omfang, som vi har svært ved at fatte, da det nordøstlige pakistan i oktober blev ramt af jordskælv, som ødelagde liv og ejendom og har gjort andre tusinder hjemløse",0.704697986577181
2005," men heller ikke et teknologisk højt udviklet samfund kan vide sig sikker mod naturens luner"," men heller ikke et teknologisk højt udviklet samfund kan vide sig sikker mod naturens luner",1.59349593495935
2005," det måtte vi sande da en serie af tropiske storme fejede ind over mellemamerika og det sydlige usa og gjorde selv en storby som new orleans til et katastrofeområde"," det måtte vi sande, da en serie af tropiske storme fejede ind over mellemamerika og det sydlige usa og gjorde selv en storby som new orleans til et katastrofeområde",0.261538461538462
2005,"hver gang har den danske hjælp været spontan og rundhåndet","hver gang har den danske hjælp været spontan og rundhåndet",2
2005," og kunne det se ud som om vi var nok så hurtige og gavmilde dér hvor også vore egne landsmænd var blandt ofrene er det dog en glæde at se hvordan hjælpen til pakistan nu for alvor er kommet i gang"," og kunne det se ud, som om vi var nok så hurtige og gavmilde dér, hvor også vore egne landsmænd var blandt ofrene, er det dog en glæde at se, hvordan hjælpen til pakistan nu for alvor er kommet i gang",2.8
2005," men i aften skal vi først og fremmest samle os om at takke alle fra danmark som personlig har taget del i hjælpearbejdet"," men i aften skal vi først og fremmest samle os om at takke alle fra danmark, som personlig har taget del i hjælpearbejdet",2.24615384615385
2005," under meget vanskelige forhold har de gang på gang stillet op for at bidrage med hvad de hver især formår"," under meget vanskelige forhold har de gang på gang stillet op for at bidrage med, hvad de hver især formår",1
2005," det gælder redningsberedskabet forsvaret og politiet røde kors og andre humanitære organisationer store som små"," det gælder redningsberedskabet, forsvaret og politiet, røde kors og andre humanitære organisationer, store som små",0
2005," med mine nytårsønsker skal også lyde en stor tak for den indsats de yder"," med mine nytårsønsker skal også lyde en stor tak for den indsats, de yder",2
2005," de gør danmark ære"," de gør danmark ære",2
2005,"men det er ikke kun naturens kræfter der har hærget i 2005","men det er ikke kun naturens kræfter, der har hærget i 2005",-2
2005,"også den blinde terror har været med til at kaste sorte skygger ind over samfundene i året der gik","også den blinde terror har været med til at kaste sorte skygger ind over samfundene i året, der gik",-3
2005," sommetider så nær at vi selv fornemmer chokbølgerne som da london i sommer blev ramt midt i en travl hverdag der ligner vores"," sommetider så nær, at vi selv fornemmer chokbølgerne, som da london i sommer blev ramt midt i en travl hverdag, der ligner vores",1
2005,"voldshandlinger og selvmordsattentater som disse ligger fjernt fra vore begreber her i danmark","voldshandlinger og selvmordsattentater som disse ligger fjernt fra vore begreber her i danmark",0
2005," alligevel må vi se i øjnene at ekstreme meninger og handlinger kan virke fristende for unge mennesker og at det at ofre sig for en sag kan synes heroisk"," alligevel må vi se i øjnene, at ekstreme meninger og handlinger kan virke fristende for unge mennesker, og at det at ofre sig for en sag kan synes heroisk",-1.85377358490566
2005," men at ofre andre for sin egen vrede eller håbløshed det er råt og kynisk det gør ingen til helt"," men at ofre andre for sin egen vrede eller håbløshed, det er råt og kynisk, det gør ingen til helt",-1.4480198019802
2005," den skæbne ønsker vi ikke skal friste et eneste ungt menneske som er vokset op her i danmark"," den skæbne ønsker vi ikke skal friste et eneste ungt menneske, som er vokset op her i danmark",1
2005,"det danske samfund er åbent og demokratisk det er baseret på respekt for hinanden som mennesker og på respekten for hinandens meninger","det danske samfund er åbent og demokratisk det er baseret på respekt for hinanden som mennesker og på respekten for hinandens meninger",1
2005," det er nok typisk for os i danmark at vi ikke bryder os om konflikter en diskussion skal helst ende med at vi alle bliver enige"," det er nok typisk for os i danmark, at vi ikke bryder os om konflikter en diskussion skal helst ende med, at vi alle bliver enige",-0.969230769230769
2005," skarptskårne synspunkter og kategoriske krav dramatiske udtalelser har vi ikke let ved at tage alvorligt og vi reagerer ofte ved enten at fnise eller blive fornærmede"," skarptskårne synspunkter og kategoriske krav, dramatiske udtalelser har vi ikke let ved at tage alvorligt, og vi reagerer ofte ved enten at fnise eller blive fornærmede",1.07222222222222
2005," men det er vigtigt at vi både lytter til hinanden og kan tale klart om vore synspunkter samtidig med at vi siger til når vi er enige og når vi er uenige"," men det er vigtigt, at vi både lytter til hinanden og kan tale klart om vore synspunkter, samtidig med at vi siger til, når vi er enige, og når vi er uenige",0
2005," det er sådan vi har bygget det samfund som vi er stolte af og som vi godt véd at man både ser op til og er lidt misundelige på andre steder i verden"," det er sådan, vi har bygget det samfund, som vi er stolte af, og som vi godt véd, at man både ser op til og er lidt misundelige på andre steder i verden",2.25
2005," netop det samfund ønsker vi at alle i de opvoksende generationer skal føle sig som en del af sådan at det er naturligt for enhver ung mand eller kvinde at holde fast ved det og forsvare det i sin daglige færden"," netop det samfund ønsker vi, at alle i de opvoksende generationer skal føle sig som en del af, sådan at det er naturligt for enhver ung mand eller kvinde at holde fast ved det og forsvare det i sin daglige færden",1.00990099009901
2005,"det år som vi nu tager afsked med er også en optakt til noget helt nyt for det danske samfund","det år, som vi nu tager afsked med, er også en optakt til noget helt nyt for det danske samfund",3
2005," med kommunalvalget i efteråret har vi taget hul på den kommunalreform som længe har været undervejs"," med kommunalvalget i efteråret har vi taget hul på den kommunalreform, som længe har været undervejs",-1
2005," allerede nu mærkes det overalt i landet"," allerede nu mærkes det overalt i landet",1
2005," gamle mønstre skal brydes op nye dannes og det kan ikke undre om det også gør mange usikre på hvordan det vil påvirke deres hverdag"," gamle mønstre skal brydes op, nye dannes, og det kan ikke undre, om det også gør mange usikre på, hvordan det vil påvirke deres hverdag",0
2005,"om et år er kommunalreformen en realitet med sammenlagte kommuner og nye regioner","om et år er kommunalreformen en realitet med sammenlagte kommuner og nye regioner",1
2005," danmark møblerer om i sine stuer"," danmark møblerer om i sine stuer",0
2005," der rives vægge ned og nye døre slås igennem"," der rives vægge ned, og nye døre slås igennem",0
2005," det vil nok kræve lidt tid før vi alle vænner os til det og finder ud af hvor alt nu er kommet til at stå"," det vil nok kræve lidt tid, før vi alle vænner os til det og finder ud af, hvor alt nu er kommet til at stå",-1
2005," men det er det samme hus og den samme familie"," men det er det samme hus og den samme familie",0
2005," det har både prinsgemalen og jeg klart kunnet mærke da vi tidligere på året var på besøg rundt omkring i landet"," det har både prinsgemalen og jeg klart kunnet mærke, da vi tidligere på året var på besøg rundt omkring i landet",0
2005," det er overalt den samme varme gæstfrihed vi møder og den samme stolthed vi fornemmer skønt vilkårene kan være nok så forskellige fra det ene sted til det andet"," det er overalt den samme, varme gæstfrihed, vi møder, og den samme stolthed, vi fornemmer, skønt vilkårene kan være nok så forskellige fra det ene sted til det andet",2
2005,"i disse år står også det danske forsvar midt i store omlægninger som berører den enkelte både i tjenesten og i det private liv","i disse år står også det danske forsvar midt i store omlægninger, som berører den enkelte både i tjenesten og i det private liv",1.64
