"years","sentences","sentences_full","polarity"
2016," exactly this aspect to be part of the danish community is of great importance"," exactly this aspect, to be part of the danish community, is of great importance",2.5
2016," it is not something that can be asked for but it is something that comes almost unnoticeably little by little"," it is not something that can be asked for, but it is something that comes almost unnoticeably little by little",0
2016," it is there when they becomes we and them becomes us the danes we danes what does it mean to be danish do we need to be danish does nationality play any role at all in modern industrialised global society what a question to ask after all we are danes but we are also different"," it is there when they becomes we and them becomes us the danes, we danes what does it mean to be danish do we need to be danish does nationality play any role at all in modern industrialised global society what a question to ask after all, we are danes but we are also different",0
2016," we have a different background we have a different upbringing"," we have a different background, we have a different upbringing",0
2016," we come from a big city we come from a small community but each and every one of us knows that we are danish"," we come from a big city, we come from a small community, but each and every one of us knows that we are danish",1
2016," this is part of our identity"," this is part of our identity",0
2016," perhaps we feel it most strongly when we return to denmark after a long journey the signposting is in danish and the number plates the weather well but that is what we are used to"," perhaps we feel it most strongly when we return to denmark after a long journey the signposting is in danish and the number plates the weather well, but that is what we are used to",0
2016," the language indeed it is an integral part of ourselves"," the language indeed, it is an integral part of ourselves",0
2016," we have listened to danish and spoken it from childhood"," we have listened to danish and spoken it from childhood",0
2016," it is the joy of recognition we experience"," it is the joy of recognition we experience",3
2016," this to the same extent as our habits and customs is part of being danish"," this, to the same extent as our habits and customs, is part of being danish",0
2016," denmark is a small country where it is easy to get from one place to another"," denmark is a small country where it is easy to get from one place to another",1
2016," but we are also a society where people are very busy"," but we are also a society where people are very busy",0
2016," the children go to school both parents have a job holiday plans must be made it can be difficult to see even the neighbours next door the other families living in flats in the same building or those a bit further down the road colleagues at work"," the children go to school, both parents have a job, holiday plans must be made it can be difficult to see even the neighbours next door the other families living in flats in the same building, or those a bit further down the road, colleagues at work",-1
2016," we see ourselves as very friendly and outgoing people who find it easy to smile and make small talk"," we see ourselves as very friendly and outgoing people who find it easy to smile and make small talk",1.66666666666667
2016," but we must not ignore the self sufficiency which may also characterise us danes"," but we must not ignore the self sufficiency which may also characterise us danes",-1
2016," let us make a newyear s resolution for 2017 let us try to see the people who surround us"," let us make a new year s resolution for 2017 let us try to see the people who surround us",0
2016," let us bear in mind also to notice those we do not know already"," let us bear in mind also to notice those we do not know already",0
2016," how are things over there is there a need for a helping hand some care or just a good morning by way of recognition a nod to the person we are queuing with at the tills we sometimes feel lonely also in the hustle and bustle of our everyday lives"," how are things over there is there a need for a helping hand, some care, or just a good morning by way of recognition, a nod to the person we are queuing with at the tills we sometimes feel lonely, also in the hustle and bustle of our everyday lives",1.25
2016," during my trips on board the royal yacht dannebrog i have visited very different parts of the country"," during my trips on board the royal yacht dannebrog, i have visited very different parts of the country",0
2016," there are places where the wheels are spinning the business sector is flourishing and everybody i encounter takes great pride in their work"," there are places where the wheels are spinning, the business sector is flourishing, and everybody i encounter takes great pride in their work",3
2016," there are other places where conditions are more difficult"," there are other places where conditions are more difficult",-1
2016," it is clearly problematic for them to make ends meet and to keep up their spirits"," it is clearly problematic for them to make ends meet and to keep up their spirits",1
2016," nevertheless it is the smiles and the warm welcome i receive everywhere that i remember most clearly"," nevertheless, it is the smiles and the warm welcome i receive everywhere that i remember most clearly",1.5
2016," also where the problems may seem huge there are people with fresh ideas with entrepreneurial spirit sometimes as an act of defiance"," also where the problems may seem huge, there are people with fresh ideas, with entrepreneurial spirit sometimes as an act of defiance",0.25
2016," here on the threshold of the newyear optimism is gaining ground and the economy is growing"," here on the threshold of the new year, optimism is gaining ground and the economy is growing",2
2016," now is the time that we need people with ideas and enterprise everywhere"," now is the time that we need people with ideas and enterprise everywhere",0
2016," denmark cannot function without all those who make an effort in production"," denmark cannot function without all those who make an effort in production",0
2016," this applies to large as well as small manufacturing companies and to the agricultural sector and it applies to those who transport goods from one end of the country to another and sell the goods to their customers or to those who have a completely different function in our society"," this applies to large as well as small manufacturing companies, and to the agricultural sector and it applies to those who transport goods from one end of the country to another, and sell the goods to their customers, or to those who have a completely different function in our society",0
2016," job satisfaction is altogether fundamental to our everyday lives"," job satisfaction is altogether fundamental to our everyday lives",0
2016," it is job satisfaction that makes staff as well as managers make the extra effort job satisfaction sets the wheels spinning and leads to the unified entity which is our well functioning danish society"," it is job satisfaction that makes staff as well as managers make the extra effort job satisfaction sets the wheels spinning and leads to the unified entity which is our well functioning danish society",1
2016," our society which we take pride in"," our society which we take pride in",0
2016," this year the olympic games were held in rio de janeiro in brazil"," this year the olympic games were held in rio de janeiro in brazil",0
2016," it was a great pleasure for me to meet with many of the participants both from the olympic games and the paralympic games here in autumn after their return to denmark"," it was a great pleasure for me to meet with many of the participants, both from the olympic games and the paralympic games here in autumn after their return to denmark",3
2016," their efforts were exemplary and nerve racking and they are good role models for young as well as elderly people"," their efforts were exemplary and nerve racking and they are good role models for young as well as elderly people",3
2016," their fine results did us all proud"," their fine results did us all proud",2
2016," aarhus has been designated as the european capital of culture 2017"," aarhus has been designated as the european capital of culture 2017",0
2016," this is a source of pleasure to us all"," this is a source of pleasure to us all",3
2016," i have so many good memories from the time when i lived and studied in aarhus in my youth a great many years ago"," i have so many good memories from the time when i lived and studied in aarhus in my youth a great many years ago",3
2016," the crown prince also studied in aarhus and got his master s there"," the crown prince also studied in aarhus and got his master s there",0
2016," we go there in summer as well as in winter and our family often celebrate easter and christmas in aarhus"," we go there in summer as well as in winter and our family often celebrate easter and christmas in aarhus",3
2016," i wish to congratulate everybody in aarhus and in the region on the task of capital of culture and i wish you good luck with the performance of this task and i hope the rest of us will enjoy all the events in the coming year"," i wish to congratulate everybody in aarhus and in the region on the task of capital of culture and i wish you good luck with the performance of this task and i hope the rest of us will enjoy all the events in the coming year",2
2016," i am looking forward to visiting aarhus"," i am looking forward to visiting aarhus",0
2016," the city has much to offer also to the rest of the world"," the city has much to offer, also to the rest of the world",0
2016," also this year danes posted abroad have made a great effort"," also this year, danes posted abroad have made a great effort",3
2016," many serve in distant places where they risk their lives and limbs in the fight for peace"," many serve in distant places where they risk their lives and limbs in the fight for peace",-0.333333333333333
2016," they bring new hope to people who through no fault of their own have lost everything in bloody conflicts their loved ones their homes and their livelihood"," they bring new hope to people who through no fault of their own have lost everything in bloody conflicts their loved ones, their homes and their livelihood",-0.2
2016," danish soldiers are training the iraqi forces on the ground in iraq and in afghanistan they continue to train the country s own soldiers"," danish soldiers are training the iraqi forces on the ground in iraq, and in afghanistan they continue to train the country s own soldiers",0
2016," the crown prince has visited our soldiers posted in iraq and in mali"," the crown prince has visited our soldiers posted in iraq and in mali",0
2016," there he had the opportunity to thank them in person for their great and effective efforts"," there he had the opportunity to thank them in person for their great and effective efforts",2.25
2016," the air force continues to be involved in the fight against terrorism in the middle east where they make a very valuable contribution"," the air force continues to be involved in the fight against terrorism in the middle east where they make a very valuable contribution",-1
2016," it is very demanding for pilots as well as personnel on the ground"," it is very demanding for pilots as well as personnel on the ground",-1
2016," the navy has headed the task of transporting the remains of libya s chemical weapons stockpiles from the country a necessary and reassuring task which they have performed at the same time as they carry out their important task of sovereignty enforcement and maritime rescue service at sea in the north atlantic and in all danish waters"," the navy has headed the task of transporting the remains of libya s chemical weapons stockpiles from the country, a necessary and reassuring task which they have performed at the same time as they carry out their important task of sovereignty enforcement and maritime rescue service at sea in the north atlantic and in all danish waters",1.83333333333333
2016," tonight i send my thank you to all of them in denmark and wherever they serve throughout the world for their good and professional effort and i wish each and every one of them a happy newyear"," tonight, i send my thank you to all of them, in denmark, and wherever they serve throughout the world, for their good and professional effort and i wish each and every one of them a happy new year",2.25
2016," throughout the world there are many people of danish origin"," throughout the world there are many people of danish origin",0
2016," they are well integrated and many are nationals of the country in which they live but they still feel danish and they are good representatives of danish values"," they are well integrated and many are nationals of the country in which they live, but they still feel danish and they are good representatives of danish values",3
2016," i wish them a happy newyear we are proud of them here in their country of origin"," i wish them a happy new year, we are proud of them, here in their country of origin",2
2016," danes in south schleswig constitute a special group of people living outside denmark"," danes in south schleswig constitute a special group of people living outside denmark",0
2016," tonight i send my warmest newyear greetings to them"," tonight, i send my warmest new year greetings to them",1.5
2016," it is always a great pleasure for me to see that so many associations institutions and private homes uphold danish culture tradition and history"," it is always a great pleasure for me to see that so many associations, institutions and private homes uphold danish culture, tradition and history",3
2016," on this last evening of the year i wish to send my greetings and thanks to the many professional people as well as the many volunteers who during the holiday season contribute to making christmas and newyear festive also for those who are on their own while others are celebrating"," on this last evening of the year, i wish to send my greetings and thanks to the many professional people as well as the many volunteers who during the holiday season contribute to making christmas and new year festive, also for those who are on their own, while others are celebrating",1.625
2016," i also wish to say thank you and send newyear greetings to all those who see to it that we are safe and secure in our everyday lives as well as on a festive evening like tonight"," i also wish to say thank you and send new year greetings to all those who see to it that we are safe and secure in our everyday lives as well as on a festive evening like tonight",1.64285714285714
2016," this applies to the police and the defence the danish emergency management agency and those who are on duty tonight at hospitals among others"," this applies to the police and the defence, the danish emergency management agency and those who are on duty tonight, at hospitals among others",-2
2016," it was a great pleasure for me to travel to the faroe islands again last summer"," it was a great pleasure for me to travel to the faroe islands again last summer",3
2016," as always it was a wonderful experience to receive the warm and friendly welcome of the faroese people"," as always, it was a wonderful experience to receive the warm and friendly welcome of the faroese people",2.25
2016," i got a clear impression of the enterprise which the faroese people demonstrate and of the ensuing results"," i got a clear impression of the enterprise which the faroese people demonstrate and of the ensuing results",1
2016," it is clearly visible both in terms of business and trade and everywhere in the thriving cultural life of these beautiful islands"," it is clearly visible both in terms of business and trade and everywhere in the thriving cultural life of these beautiful islands",2
2016," i send my warmest greetings and best wishes for a happy newyear to everybody in the faroe islands"," i send my warmest greetings and best wishes for a happy new year to everybody in the faroe islands",2.125
2016," also this year we have experienced the increased interest in greenland"," also this year we have experienced the increased interest in greenland",1
2016," the breath taking nature of greenland is impressive and attracts visitors from the entire world"," the breath taking nature of greenland is impressive and attracts visitors from the entire world",2
2016," nature is greenland s unique treasure house but greenland lies exposed"," nature is greenland s unique treasure house but greenland lies exposed",0.5
2016," climate change is clearly felt and increased international interest in the arctic region makes many turn their attention to greenland"," climate change is clearly felt, and increased international interest in the arctic region makes many turn their attention to greenland",1
2016," i am very conscious of the challenge experienced by greenland right now and tonight i wish to send my very best wishes for the newyear to everybody in greenland"," i am very conscious of the challenge experienced by greenland right now, and tonight i wish to send my very best wishes for the new year to everybody in greenland",1
2016," in the year ahead prince henrik and i can celebrate our golden wedding anniversary"," in the year ahead, prince henrik and i can celebrate our golden wedding anniversary",3
2016," we have decided to celebrate the occasion very quietly with our sons daughters in law and grandchildren"," we have decided to celebrate the occasion very quietly with our sons, daughters in law, and grandchildren",3
2016," these 50 years have been full of tasks that have given us much joy and pleasure"," these 50 years have been full of tasks that have given us much joy and pleasure",3
2016," we and our family always meet with a warm and caring reception"," we and our family always meet with a warm and caring reception",1
2016," it fills us with gratitude"," it fills us with gratitude",0
2016," also the crown prince and the crown princess and prince joachim and princess marie meet with this attention"," also the crown prince and the crown princess and prince joachim and princess marie meet with this attention",0
2016," they all add their greetings and best wishes together with prince henrik and me when i tonight wish you all a happy newyear with a thank you for the year that has come to an end"," they all add their greetings and best wishes together with prince henrik and me when i tonight wish you all a happy new year with a thank you for the year that has come to an end",1.91666666666667
2016," god bless denmark"," god bless denmark",1.5
2017,"it is newyear s eve now once again it seems as if time goes by faster and faster as we get on in years","it is new year s eve now once again it seems as if time goes by faster and faster as we get on in years",0
2017," it was different when we were children it took forever from getting up in the morning of christmas eve until we could finally gather around the christmas tree"," it was different when we were children it took forever, from getting up in the morning of christmas eve until we could finally gather around the christmas tree",0
2017," the days between christmas and newyear were full of life and activity but on newyear s eve time dragged again until we could listen to the bells of the copenhagen city hall and the whole city exploded in fireworks and golden rain"," the days between christmas and new year were full of life and activity, but on new year s eve time dragged again until we could listen to the bells of the copenhagen city hall, and the whole city exploded in fireworks and golden rain",-1
2017," one of the things that make this time of the year so very special is probably the joy of expectation the joy of being able to be together the joy of looking forward to a newyear with new hope and renewed strength"," one of the things that make this time of the year so very special is probably the joy of expectation the joy of being able to be together, the joy of looking forward to a new year with new hope and renewed strength",2.6
2017," however the year that has passed may also have held hard times not everything is a source of joy for all of us"," however, the year that has passed may also have held hard times not everything is a source of joy for all of us",1
2017," people are different and denmark needs different people with their individual abilities and talents their lines of activity"," people are different, and denmark needs different people with their individual abilities and talents, their lines of activity",2
2017," one person is a number cruncher another knows all about technology"," one person is a number cruncher, another knows all about technology",0
2017," one person is good at attracting customers or setting up a business"," one person is good at attracting customers or setting up a business",2.5
2017," some have the talent of teaching whereas others have an ability to care for children and the elderly or the sick"," some have the talent of teaching whereas others have an ability to care for children and the elderly or the sick",0.666666666666667
2017," others prefer to bury themselves in books and see how the world opens from there"," others prefer to bury themselves in books and see how the world opens from there",0
2017," some are so good with their hands that it is almost incredible how they do it"," some are so good with their hands that it is almost incredible how they do it",3
2017," no one talent is better or grander than another we need all of it and for all of us"," no one talent is better or grander than another, we need all of it and for all of us",0.5
2017," we do what we can each and every one of us"," we do what we can, each and every one of us",0
2017," in denmark we have shaken off the economic crisis through joint effort"," in denmark, we have shaken off the economic crisis through joint effort",-3
2017," there is vibrant activity throughout the country"," there is vibrant activity throughout the country",3
2017," in times of economic growth we need the efforts of everybody indeed of more people than we ourselves have"," in times of economic growth, we need the efforts of everybody, indeed of more people than we ourselves have",2
2017," throughout history we have brought skilful hands and clever heads to denmark from other countries"," throughout history, we have brought skilful hands and clever heads to denmark from other countries",2
2017," many people have come to denmark in order to work here"," many people have come to denmark in order to work here",0
2017," we needed them in the past and we still need them they may be employees in agriculture at hotels and restaurants or highly specialised researchers whose knowledge is needed"," we needed them in the past and we still need them they may be employees in agriculture, at hotels and restaurants, or highly specialised researchers whose knowledge is needed",0
2017," it is not merely a question of being short of hands"," it is not merely a question of being short of hands",0
2017," we also need ideas and inspiration from abroad in order to maintain the high position which denmark holds in so many fields in the same way as we succeed in inspiring others throughout the world"," we also need ideas and inspiration from abroad in order to maintain the high position which denmark holds in so many fields, in the same way as we succeed in inspiring others throughout the world",2.5
2017," denmark s good reputation is due to both our traditions and the innovation that every generation has brought with it"," denmark s good reputation is due to both our traditions and the innovation that every generation has brought with it",2
2017," we will not be bowled over we will stay true to ourselves as we have always done here in denmark"," we will not be bowled over, we will stay true to ourselves as we have always done here in denmark",2
2017," much has changed since my contemporaries and i were children or young people"," much has changed since my contemporaries and i were children or young people",0
2017," but the keynote remains rooted in a culture and a way of life that has emerged and grown here in our country"," but the keynote remains rooted in a culture and a way of life that has emerged and grown here in our country",0
2017," it is a reflection of who we are and of what is important to us as a country and as danes"," it is a reflection of who we are and of what is important to us as a country and as danes",2
2017," perhaps we sometimes forget to ask ourselves what is most important in life"," perhaps we sometimes forget to ask ourselves what is most important in life",0.5
2017," in our day to day lives many hours of the day are filled with work and duties"," in our day to day lives, many hours of the day are filled with work and duties",0
2017," but what matters most to us at the end of the day the people that are close to us they matter most"," but what matters most to us, at the end of the day the people that are close to us, they matter most",1
2017," and to most of us they are our family"," and to most of us, they are our family",0
2017," a family is not necessarily the same today as it was a generation ago"," a family is not necessarily the same today as it was a generation ago",0
2017," i think a recognition has emerged that not all families consist of father mother and children"," i think a recognition has emerged that not all families consist of father, mother and children",0
2017," there is more variety today but also more broad mindedness and tolerance"," there is more variety today, but also more broad mindedness and tolerance",0
2017," when there are more possibilities there are also more choices"," when there are more possibilities, there are also more choices",0
2017," that is in principle a step forward"," that is in principle a step forward",0
2017," but we may also lose our bearings when faced with all the possibilities"," but we may also lose our bearings when faced with all the possibilities",0
2017," in a modern family there are a huge number of tasks to perform"," in a modern family there are a huge number of tasks to perform",1
2017," i sometimes wonder how parents manage to find the time to take their little boy to his swimming lesson and pick up his big sister at a friend s before they themselves have to attend a course"," i sometimes wonder how parents manage to find the time to take their little boy to his swimming lesson, and pick up his big sister at a friend s before they themselves have to attend a course",1
2017," how do they manage to get it all done our day to day lives are full of demands that must be met and choices that must be made"," how do they manage to get it all done our day to day lives are full of demands that must be met and choices that must be made",-1
2017," it may look as if all doors are open to us"," it may look as if all doors are open to us",0
2017," but one person cannot enter all the doors at the same time"," but one person cannot enter all the doors at the same time",0
2017," i do not believe it is possible to take an interest in everything"," i do not believe it is possible to take an interest in everything",1
2017," tonight i have a small suggestion to make that we sometimes do something different from what we usually do"," tonight, i have a small suggestion to make that we sometimes do something different from what we usually do",0
2017," something beyond the practical tasks of everyday life"," something beyond the practical tasks of everyday life",0
2017," that we try and do something that is not necessary something that there is no need for something pointless it will not be the same thing for everybody"," that we try and do something that is not necessary, something that there is no need for, something pointless it will not be the same thing for everybody",-1
2017," some prefer going for a walk in the woods or along the beach"," some prefer going for a walk in the woods or along the beach",0
2017," others would rather listen to music or watch a tv series"," others would rather listen to music or watch a tv series",0
2017," personally i prefer doing something with my hands a piece of needlework a sketchpad something with colours"," personally, i prefer doing something with my hands a piece of needlework, a sketchpad something with colours",0
2017," i think it is important to have experiences that appeal to our senses something that inspires our imagination that stimulates the mind and that can enlarge our world"," i think it is important to have experiences that appeal to our senses, something that inspires our imagination, that stimulates the mind, and that can enlarge our world",1.66666666666667
2017," that is not so pointless after all"," that is not so pointless after all",0
2017," every country s distinctiveness is a reflection of its nature"," every country s distinctiveness is a reflection of its nature",0
2017," the kingdom of denmark comprises three countries denmark the faroe islands and greenland each of them with its own profile but at the same time one community"," the kingdom of denmark comprises three countries denmark, the faroe islands and greenland, each of them with its own profile, but at the same time one community",0
2017," next summer the crown prince and crown princess and their children will visit the faroe islands"," next summer, the crown prince and crown princess and their children will visit the faroe islands",0
2017," i know that the crown prince and the crown princess are looking forward to meeting again the impressive scenery the rich cultural life and the generous hospitality"," i know that the crown prince and the crown princess are looking forward to meeting again the impressive scenery, the rich cultural life and the generous hospitality",2.33333333333333
2017," i am very pleased that also my grandchildren will now enjoy the experiences that have meant so much to me"," i am very pleased that also my grandchildren will now enjoy the experiences that have meant so much to me",2.5
2017," there is economic prosperity in the faroe islands these years entrepreneurship is booming and the population is growing"," there is economic prosperity in the faroe islands these years, entrepreneurship is booming and the population is growing",0
2017," we can all take pleasure in that"," we can all take pleasure in that",3
2017," i send my warmest newyear greetings to everybody in the faroe islands"," i send my warmest new year greetings to everybody in the faroe islands",1.5
2017," in greenland the stunning scenery makes a deep impression on everybody who visits the country"," in greenland, the stunning scenery makes a deep impression on everybody who visits the country",0
2017," how delightful it is to hear the lament of the ice when it begins to break up the shining armour beginning to crack the first days of spring my husband writes this in his poem ode to greenland "," how delightful it is to hear the lament of the ice when it begins to break up the shining armour beginning to crack the first days of spring my husband writes this in his poem ode to greenland ",0
2017," like me he has been deeply impressed by greenland and the nature of greenland since his first visit many years ago now"," like me, he has been deeply impressed by greenland and the nature of greenland since his first visit many years ago now",2.5
2017," but nature in greenland can be ruthless it also has destructive power"," but nature in greenland can be ruthless, it also has destructive power",-3
2017," last summer a tsunami hit the two settlements of nuugaatsiaq and illorsuit"," last summer, a tsunami hit the two settlements of nuugaatsiaq and illorsuit",0
2017," families lost their love ones and many saw their livelihoods destroyed"," families lost their love ones, and many saw their livelihoods destroyed",0
2017," it was a difficult time during which the community showed its importance and all joined forces to help"," it was a difficult time during which the community showed its importance and all joined forces to help",1
2017," tonight i send my heartfelt thoughts to all those affected by the tsunami"," tonight, i send my heartfelt thoughts to all those affected by the tsunami",3
2017," i wish everybody in greenland a happy newyear"," i wish everybody in greenland a happy new year",2
2017," in many situations it is necessary that we help each other"," in many situations, it is necessary that we help each other",2
2017," tonight most danes are off duty"," tonight, most danes are off duty",0
2017," but there are also many who are at work because they take care of others"," but there are also many who are at work because they take care of others",2
2017," at hospitals nursing homes and institutions staff are on duty round the clock and all the days of the year"," at hospitals, nursing homes and institutions, staff are on duty round the clock and all the days of the year",0
2017," this is also the case tonight"," this is also the case tonight",0
2017," the fire brigade the emergency management agency the police and the defence are also ready to respond to any call for help"," the fire brigade, the emergency management agency, the police, and the defence are also ready to respond to any call for help",-0.666666666666667
2017," for them newyear s eve is no different from all other nights"," for them, new year s eve is no different from all other nights",-1
2017," i send my warm newyear greetings to all of them"," i send my warm new year greetings to all of them",1.25
2017," also this year there are danish soldiers police officers and specialists who are posted far from home"," also this year, there are danish soldiers, police officers and specialists who are posted far from home",0
2017," they contribute to creating security and stability in the places where they serve"," they contribute to creating security and stability in the places where they serve",0
2017," the crown princess has told me about her visit to the soldiers in mali where they help protect the civilian population and prince joachim could tell about our soldiers efforts in iraq"," the crown princess has told me about her visit to the soldiers in mali where they help protect the civilian population, and prince joachim could tell about our soldiers efforts in iraq",1.5
2017," also in the newyear we will continue the efforts in iraq and afghanistan"," also in the new year, we will continue the efforts in iraq and afghanistan",0
2017," the danish defence will also participate in intensified efforts in the baltic region"," the danish defence will also participate in intensified efforts in the baltic region",0
2017," i send newyear greetings to all those who from postings abroad keep all of us safe and secure at home"," i send new year greetings to all those who from postings abroad keep all of us safe and secure at home",1.5
2017," tonight i also think of the danes who live all over the world and of the many who have their roots in denmark"," tonight, i also think of the danes who live all over the world, and of the many who have their roots in denmark",0
2017," i am deeply moved by their loyalty to their old country every time i experience it"," i am deeply moved by their loyalty to their old country every time i experience it",3
2017," i extend my warmest newyear greetings to them all"," i extend my warmest new year greetings to them all",1.25
2017," i also send my newyear greetings to the danish minority in south schleswig"," i also send my new year greetings to the danish minority in south schleswig",1.5
2017," there the danish spirit continues to be alive as part of everyday life"," there, the danish spirit continues to be alive as part of everyday life",1
2017," the fact that there is room to blossom for danish national identity south of the border is in my eyes a reflection of friendship respect and good neighbourly relations between danes and germans"," the fact that there is room to blossom for danish national identity south of the border is in my eyes a reflection of friendship, respect and good neighbourly relations between danes and germans",3
2017," i also take pleasure in the many associations and institutions that contribute to forging strong links across the border"," i also take pleasure in the many associations and institutions that contribute to forging strong links across the border",2.5
2017," i wish all danes south of the border a happy newyear"," i wish all danes south of the border a happy new year",2
2017," lastly together with all my family i wish to say thank you to everybody for the old year"," lastly, together with all my family i wish to say thank you to everybody for the old year",1.5
2017," it is a pleasure for the crown prince and crown princess prince joachim princess marie and their children that so many take an active and lively interest in all that happens in the young generations"," it is a pleasure for the crown prince and crown princess, prince joachim, princess marie and their children that so many take an active and lively interest in all that happens in the young generations",1.75
2017," in some ways this has not been an easy year for me and my family"," in some ways, this has not been an easy year for me and my family",1
2017," therefore we have been deeply touched by the sympathy and understanding extended to prince henrik by so very many people"," therefore, we have been deeply touched by the sympathy and understanding extended to prince henrik by so very many people",2
2017," we are very grateful for that"," we are very grateful for that",3
2017," it makes everyday life easier for all of us"," it makes everyday life easier for all of us",0
2017," life goes up and down"," life goes up and down",0
2017," the most important thing is that we have people who are close to us"," the most important thing is that we have people who are close to us",2
2017," therefore i send my newyear greetings here tonight to all those who have experienced hard times in the old year and to each and every one who must sit alone"," therefore, i send my new year greetings here tonight to all those who have experienced hard times in the old year and to each and every one who must sit alone",-0.5
2017," my wish is that the newyear will bring hope and joy to everybody"," my wish is that the new year will bring hope and joy to everybody",2
2017," god bless denmark"," god bless denmark",1.5
2018,"it is newyear s eve once again when the clock strikes twelve at midnight the old year comes to an end","it is new year s eve once again when the clock strikes twelve at midnight, the old year comes to an end",-1
2018," at that very moment we toast the newyear and wish each other happy newyear "," at that very moment, we toast the new year and wish each other happy new year ",2
2018," on newyear s morning we wake up to embrace new days"," on new year s morning, we wake up to embrace new days",1
2018," they lie ahead of us waiting for us but the time that has passed lies behind us"," they lie ahead of us, waiting for us, but the time that has passed lies behind us",0
2018," and yet all the things that happen to us leave an impact and provide us with experience good and not so good"," and yet all the things that happen to us leave an impact and provide us with experience, good and not so good",1.66666666666667
2018," we must carry that experience with us further in life"," we must carry that experience with us further in life",0
2018," these years we are witnessing economic progress in denmark"," these years we are witnessing economic progress in denmark",2
2018," our companies feel it the danes feel it and are steaming ahead"," our companies feel it, the danes feel it and are steaming ahead",0
2018," economically denmark is doing very well but we must also take the time to consider what this good fortune is doing for us and doing to us"," economically, denmark is doing very well, but we must also take the time to consider what this good fortune is doing for us and doing to us",3
2018," is economic progress also translated into social progress our country is becoming richer"," is economic progress also translated into social progress our country is becoming richer",2
2018," but are our lives becoming richer many people experience that the pace of day to day life has increased also more than all can keep up with"," but are our lives becoming richer many people experience that the pace of day to day life has increased, also more than all can keep up with",1
2018," there is so much that needs to be done both at work and during leisure time"," there is so much that needs to be done, both at work and during leisure time",0
2018," perhaps we create some of the demands ourselves"," perhaps we create some of the demands ourselves",-1
2018," we do not want to miss out on anything we want it all and preferably at the same time"," we do not want to miss out on anything we want it all, and preferably at the same time",0
2018," in our hurry we may become too keen on being in the limelight"," in our hurry we may become too keen on being in the limelight",1
2018," it is as if more people say look at me and fewer have an eye for others"," it is as if more people say, look at me and fewer have an eye for others",0
2018," i fear that reflection and consideration may be pushed back and forgotten"," i fear that reflection and consideration may be pushed back and forgotten",-2
2018," new technology has created altogether new opportunities for contact with others"," new technology has created altogether new opportunities for contact with others",2
2018," it is possible to facetime with one s children and grandchildren even though they are on the other side of the globe it is a source of great joy to all parties"," it is possible to facetime with one s children and grandchildren even though they are on the other side of the globe it is a source of great joy to all parties",3
2018," however new technology may also result in the contact becoming more impersonal we are online all the time and we forget that actually there is a human being at the other end"," however, new technology may also result in the contact becoming more impersonal we are online all the time and we forget that, actually, there is a human being at the other end",-1
2018," it is so easy to write a comment or share a photo on social media that may be offensive and leave deep scars"," it is so easy to write a comment or share a photo on social media that may be offensive and leave deep scars",0.333333333333333
2018," that sort of thing goes into cyberspace spreading like swarms of flies"," that sort of thing goes into cyberspace, spreading like swarms of flies",2
2018," i find there is a tendency that our way of spending time together becomes more superficial less attentive"," i find there is a tendency that our way of spending time together becomes more superficial, less attentive",0
2018," we do not take the time to understand each other and we forget to respect each other and take care of each other"," we do not take the time to understand each other and we forget to respect each other and take care of each other",0.5
2018," it also affects our children"," it also affects our children",0
2018," there are probably some children who are also watching tonight to you i would like to say a few words the important thing is not how you look or what you have achieved"," there are probably some children who are also watching tonight to you i would like to say a few words the important thing is not how you look or what you have achieved",2
2018," but who you are and how you behave towards others your friends and schoolmates if you are so busy achieving what is best for yourself all the time you fail to see how others are doing"," but who you are and how you behave towards others your friends and schoolmates if you are so busy achieving what is best for yourself all the time, you fail to see how others are doing",0.5
2018," you need to take the time to notice if a friend is unhappy"," you need to take the time to notice if a friend is unhappy",-2
2018," there must be time to understand if you have said something that hurts a friend or you have teased someone too much"," there must be time to understand if you have said something that hurts a friend, or you have teased someone too much",-2
2018," it is important to patch things up again then"," it is important to patch things up again then",2
2018," this does not apply to children only we who are adults should also bear it in mind"," this does not apply to children only we who are adults should also bear it in mind",0
2018," trust develops when we meet person to person and speak with each other"," trust develops when we meet person to person and speak with each other",1
